city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,experience_is_missing,education_level_is_missing,last_new_job_is_missing,company_size_is_missing,gender_is_missing,enrolled_university_is_missing,major_discipline_is_missing,company_type_is_missing
0.579,1,1,1,3,4,6,3,2,0,29,0,0,0,0,1,0,1,0,1
0.92,1,1,0,3,4,21,7,4,5,41,0,0,0,0,0,0,0,0,0
0.91,1,0,0,5,4,10,3,2,1,163,0,0,0,0,1,0,0,0,1
0.624,1,0,0,3,4,5,7,4,3,264,1,0,0,0,0,0,0,0,0
0.698,1,0,0,4,4,10,3,2,0,28,1,0,0,0,1,0,0,0,1
0.92,1,0,1,3,4,5,0,4,1,20,0,0,0,0,0,0,0,0,0
0.698,1,0,1,3,4,3,1,4,1,9,0,0,0,0,0,0,0,0,0
0.923,1,1,0,4,4,21,3,2,1,13,0,0,0,0,1,0,0,0,1
0.92,1,1,0,3,2,8,4,4,1,12,0,0,0,0,0,0,0,0,0
0.624,1,1,0,4,4,4,1,2,1,105,1,0,0,0,0,0,0,0,1
0.91,1,1,0,3,4,3,0,4,1,90,0,0,0,0,0,0,0,0,0
0.91,1,1,0,2,2,16,2,4,2,69,0,0,0,0,0,1,0,1,0
0.55,1,1,0,4,3,4,1,4,1,97,0,0,0,0,0,1,0,0,0
0.878,1,1,0,4,4,21,2,3,2,19,0,0,0,1,0,1,0,0,0
0.896,1,1,0,2,2,13,5,1,2,59,0,0,0,0,0,0,0,1,0
0.893,1,0,2,3,4,13,3,2,1,28,0,0,0,0,1,0,0,0,1
0.92,1,1,0,3,3,21,3,2,2,180,1,0,0,0,1,0,0,0,1
0.92,1,1,1,2,2,5,1,2,1,122,0,0,0,0,0,0,0,1,1
0.624,1,1,0,4,4,7,2,4,1,56,0,0,0,0,0,0,0,0,0
0.624,1,1,0,4,4,3,3,4,1,56,1,0,0,0,0,1,0,0,0
0.92,1,1,0,3,4,9,7,4,1,128,0,0,0,0,0,1,0,0,0
0.624,1,1,2,3,4,2,2,0,1,10,1,0,0,0,0,1,0,0,0
0.827,1,1,0,4,4,4,2,4,1,11,0,0,0,0,0,1,0,0,0
0.913,1,1,0,3,4,21,3,4,5,72,0,0,0,0,0,0,0,0,0
0.91,1,1,0,4,4,8,1,4,1,130,0,0,0,0,0,0,0,0,0
0.92,0,0,0,4,4,7,7,4,1,44,0,0,0,0,0,0,0,0,0
0.92,2,0,0,1,2,4,3,2,0,5,0,0,0,0,1,0,0,1,1
0.92,1,1,0,3,4,14,3,4,1,212,0,0,0,0,0,0,0,0,0
0.915,1,1,0,3,4,21,3,4,5,36,0,0,0,0,0,0,0,0,0
0.92,1,1,0,4,4,21,2,4,2,39,0,0,0,0,0,0,0,0,0
0.926,1,1,0,3,1,16,4,2,3,7,0,0,0,0,0,0,0,0,1
0.926,1,1,0,3,5,18,3,2,5,212,0,0,0,0,1,0,0,0,1
0.763,1,1,2,3,4,3,2,4,1,26,0,0,0,0,0,1,0,0,0
0.926,1,1,0,3,0,20,3,2,5,156,0,0,0,0,1,0,0,0,1
0.925,1,1,0,4,4,9,2,4,3,16,0,0,0,0,0,0,0,0,0
0.624,1,1,0,3,4,4,2,4,1,57,1,0,0,0,0,0,0,0,0
0.92,0,0,0,3,4,3,1,4,1,214,1,0,0,0,0,0,0,0,0
0.926,1,0,0,2,2,4,3,4,0,37,0,0,0,0,1,0,0,1,0
0.913,1,1,1,4,4,7,1,4,1,190,0,0,0,0,0,1,0,0,0
0.624,1,1,2,3,2,9,2,4,1,27,0,0,1,0,0,0,0,1,0
0.789,1,1,0,3,4,21,2,4,1,41,0,0,0,0,0,0,0,0,0
0.804,1,1,0,4,4,21,2,4,1,21,1,0,0,0,0,0,0,0,0
0.939,1,0,1,3,4,12,2,4,5,44,0,0,0,0,0,0,0,0,0
0.926,1,1,2,3,4,15,2,4,1,111,0,0,0,0,0,0,0,0,0
0.897,1,1,0,4,5,20,7,4,1,70,0,0,0,0,0,1,0,0,0
0.884,1,0,0,3,2,2,3,2,0,162,0,0,1,0,1,1,0,1,1
0.92,1,1,0,3,4,6,2,3,1,67,0,0,0,0,0,1,0,0,0
0.926,1,1,2,3,4,14,3,4,2,52,0,0,0,0,0,0,0,0,0
0.913,1,1,0,3,4,11,3,3,1,16,0,0,0,0,0,0,0,0,0
0.624,1,1,0,4,4,17,1,3,1,11,0,0,0,0,0,1,0,0,0
0.92,1,1,0,4,4,21,2,4,5,45,0,0,0,0,0,0,0,0,0
0.624,1,1,2,3,5,3,5,4,1,57,1,0,0,0,0,0,0,0,0
0.897,1,1,0,4,4,21,7,5,4,37,0,0,0,0,0,0,0,0,0
0.897,1,1,0,4,4,8,3,4,1,55,0,0,0,0,1,1,0,0,0
0.897,1,1,1,3,2,4,0,3,3,66,0,0,0,0,0,1,0,0,0
0.926,1,1,2,3,4,6,0,4,1,128,0,0,0,0,0,1,0,0,0
0.91,0,1,0,5,4,21,3,4,1,91,0,0,0,0,0,0,0,0,0
0.92,1,0,0,1,2,3,3,2,0,149,0,0,0,0,1,0,0,1,1
0.855,1,1,0,3,4,17,7,4,2,42,0,0,0,0,0,0,0,0,0
0.923,1,1,0,3,4,6,2,4,4,41,0,0,0,0,0,0,0,0,0
0.624,1,0,1,4,4,15,3,4,0,9,0,0,0,0,0,0,0,0,0
0.92,1,1,0,3,4,10,1,4,2,16,0,0,0,0,0,0,0,0,0
0.91,1,1,0,3,4,10,5,4,1,94,0,1,0,0,0,0,0,0,0
0.624,2,0,2,3,4,3,3,2,0,64,0,0,0,0,1,0,0,0,1
0.92,1,1,0,3,4,6,3,2,1,114,1,0,0,0,1,0,0,0,1
0.92,1,0,2,2,2,9,3,2,4,44,1,0,0,0,1,0,0,1,1
0.624,1,0,0,3,4,6,7,4,1,50,1,0,0,0,0,0,0,0,0
0.92,1,1,0,2,2,17,5,4,5,162,0,0,0,0,0,0,0,1,0
0.89,1,1,0,3,4,10,3,4,2,78,0,0,0,0,0,1,0,0,0
0.804,1,0,2,1,2,7,3,2,0,94,0,0,0,0,1,1,0,1,1
0.91,1,0,1,3,4,0,3,2,0,35,0,0,0,0,1,1,0,0,1
0.92,1,1,0,3,4,19,3,2,4,9,1,0,0,0,1,0,0,0,1
0.802,1,0,2,3,4,4,3,4,0,114,1,0,0,0,1,0,0,0,0
0.827,1,1,2,2,2,4,6,4,1,6,1,0,0,0,0,0,0,1,0
0.92,1,1,0,3,4,21,3,2,5,36,0,0,0,0,1,0,0,0,1
0.92,1,1,0,3,4,21,3,2,4,61,1,0,0,0,1,0,0,0,1
0.92,1,0,2,3,4,4,3,2,1,106,1,0,0,0,1,1,0,0,1
0.924,1,1,0,3,4,21,7,4,2,90,0,0,0,0,0,1,0,0,0
0.789,1,1,0,3,2,18,3,1,2,60,0,0,0,0,0,0,0,0,0
0.897,0,0,0,5,4,9,2,1,4,222,0,0,0,0,0,0,0,0,0
0.92,1,1,0,3,4,11,2,4,5,290,0,0,0,0,0,0,0,0,0
0.897,1,1,1,4,4,11,0,4,1,69,0,0,0,0,0,0,0,0,0
0.926,1,1,0,3,4,10,2,4,2,61,0,0,0,0,0,0,0,0,0
0.624,1,1,0,3,4,9,5,4,1,11,1,0,0,0,0,0,0,0,0
0.91,1,1,0,3,4,10,2,4,3,44,0,0,0,0,0,0,0,0,0
0.698,1,0,2,3,4,5,3,2,1,27,1,0,0,0,1,1,0,0,1
0.92,1,0,2,4,5,17,7,1,1,66,0,0,0,0,0,0,0,0,0
0.91,1,0,2,3,4,4,3,2,0,86,0,0,0,0,1,0,0,0,1
0.92,0,1,0,5,4,21,5,1,2,24,0,0,0,0,0,0,0,0,0
0.923,1,1,1,3,4,17,7,4,4,200,1,0,0,0,0,0,0,0,0
0.563,1,1,0,3,4,21,3,2,1,56,0,0,0,0,1,0,0,0,1
0.624,1,1,0,3,4,7,7,4,1,8,1,0,0,0,0,1,0,0,0
0.794,1,1,1,2,2,2,1,4,2,17,0,0,0,0,0,0,0,1,0
0.91,1,0,2,3,4,7,3,2,1,33,1,0,0,0,1,0,0,0,1
0.91,1,1,0,3,4,21,7,4,5,69,0,0,0,0,0,0,0,0,0
0.926,1,1,0,3,1,9,0,4,1,240,0,0,0,0,0,0,0,0,0
0.624,1,1,0,3,4,2,7,4,1,91,0,0,0,0,0,1,0,0,0
0.682,1,0,2,3,4,3,3,2,0,12,1,0,0,0,1,1,0,0,1
0.926,1,1,2,3,4,9,0,4,1,21,0,0,0,0,0,0,0,0,0
0.795,1,1,0,3,4,21,3,3,1,4,0,0,0,0,0,0,0,0,0
0.527,1,1,0,3,4,9,0,2,1,94,0,0,0,0,0,0,0,0,0
0.91,1,1,2,3,0,2,0,4,1,91,0,0,0,0,0,0,0,0,0
0.897,1,0,2,2,2,4,3,2,0,182,0,0,0,0,1,1,0,1,1
0.92,1,1,0,2,2,21,0,4,5,20,0,0,0,0,0,0,0,1,0
0.92,1,1,0,4,4,21,5,4,5,35,0,0,0,0,0,1,0,0,0
0.624,1,1,0,3,3,6,0,4,2,15,1,0,0,0,0,0,0,0,0
0.897,1,1,0,2,2,3,3,2,1,12,0,0,0,0,1,1,0,1,1
0.92,1,1,0,3,5,19,7,4,5,53,0,0,0,0,0,0,0,0,0
0.624,1,1,0,3,4,6,3,2,4,96,1,0,0,0,1,0,0,0,1
0.794,0,0,0,3,3,0,3,2,1,12,1,0,0,0,1,0,0,0,1
0.897,1,1,0,2,2,21,3,2,4,76,0,0,0,0,1,0,0,1,1
0.682,1,1,0,3,4,3,0,2,1,32,0,0,0,0,0,1,0,0,0
0.92,1,0,0,2,2,4,3,2,1,89,0,0,0,0,1,0,0,1,1
0.897,1,1,1,3,2,13,3,2,0,57,0,0,1,0,1,0,1,1,1
0.91,1,1,0,3,4,11,2,4,4,82,0,0,0,0,0,0,0,0,0
0.802,1,1,0,4,4,14,7,4,4,63,0,0,0,0,0,0,0,0,0
0.91,0,1,0,3,5,13,4,4,2,111,0,0,0,0,0,0,0,0,0
0.926,1,1,0,5,4,8,1,1,1,21,0,0,0,0,0,0,0,0,0
0.878,1,1,0,4,4,17,3,4,5,17,0,0,0,0,0,0,0,0,0
0.579,1,1,1,2,2,4,2,4,2,43,0,0,0,0,0,1,0,1,0
0.949,1,1,0,3,4,21,0,4,5,190,0,0,0,0,0,0,0,0,0
0.91,1,1,0,4,4,16,1,4,4,102,0,0,0,0,0,0,0,0,0
0.624,1,1,0,4,4,6,2,4,1,56,0,0,0,0,0,0,0,0,0
0.92,1,0,0,5,4,5,3,0,1,61,0,0,0,0,0,0,0,0,0
0.624,0,1,0,3,4,12,3,2,2,45,0,0,0,0,1,0,0,0,1
0.804,1,1,0,4,4,6,3,4,2,82,0,0,0,0,0,0,0,0,0
0.91,1,0,0,4,4,15,7,4,5,18,0,0,0,0,0,0,0,0,0
0.913,1,0,2,3,4,4,3,2,3,12,0,0,0,0,1,1,0,0,1
0.91,1,1,0,3,4,21,2,4,5,29,0,0,0,0,0,0,0,0,0
0.767,1,1,2,3,4,4,4,4,1,48,0,0,0,0,0,0,0,0,0
0.939,1,1,0,4,4,21,7,4,1,42,0,0,0,0,0,0,0,0,0
0.92,1,1,0,4,4,21,7,4,1,15,0,0,0,0,0,0,0,0,0
0.926,1,1,0,3,4,15,3,4,0,38,0,0,0,0,0,0,0,0,0
0.624,1,1,0,3,4,1,3,4,0,50,1,0,0,0,0,0,0,0,0
0.624,1,1,2,4,4,7,2,2,3,66,1,0,0,0,0,0,0,0,1
0.91,1,0,0,3,4,21,3,2,3,27,1,0,0,0,1,0,0,0,1
0.939,1,0,0,3,2,5,3,2,0,58,0,0,1,0,1,0,0,1,1
0.624,1,1,2,3,5,10,7,1,2,91,0,1,0,1,0,1,0,0,0
0.949,1,0,0,4,4,9,5,4,1,11,0,0,0,0,0,0,0,0,0
0.754,1,0,0,3,4,13,3,2,5,42,0,0,0,0,1,0,0,0,1
0.884,1,0,0,3,4,21,3,4,5,20,0,0,0,0,0,0,0,0,0
0.843,1,0,0,2,2,21,3,2,5,248,0,0,0,0,1,0,0,1,1
0.887,1,1,0,3,4,18,2,4,3,34,0,0,0,0,0,0,0,0,0
0.91,1,1,0,4,4,21,3,4,5,87,0,0,0,0,0,0,0,0,0
0.92,1,1,0,3,4,21,5,4,1,322,0,0,0,0,0,1,0,0,0
0.762,1,1,0,3,4,2,1,4,1,100,1,0,0,0,0,0,0,0,0
0.624,1,1,0,3,4,14,3,4,5,40,0,0,0,0,0,0,0,0,0
0.624,1,1,1,4,4,1,7,1,1,54,1,0,0,0,0,0,1,0,0
0.926,1,1,0,2,2,9,4,4,4,50,0,0,0,0,0,0,0,1,0
0.92,1,1,0,3,4,13,5,4,1,91,0,0,0,0,0,0,0,0,0
0.698,1,0,0,3,2,0,3,2,2,17,0,0,1,1,1,1,0,1,1
0.897,1,1,0,4,4,7,6,4,2,95,0,0,0,0,0,0,0,0,0
0.55,1,1,0,3,4,6,3,2,1,48,0,0,0,0,1,0,0,0,1
0.897,1,1,0,4,4,15,5,4,1,15,0,0,0,0,0,0,0,0,0
0.92,1,1,0,4,4,13,0,4,2,20,0,0,0,0,0,0,0,0,0
0.666,1,1,0,3,4,21,3,2,5,90,0,0,0,0,0,0,0,0,1
0.939,1,1,0,3,4,21,3,4,2,36,0,0,0,0,0,0,0,0,0
0.624,1,0,0,1,2,5,3,4,0,156,1,0,0,0,1,1,0,1,0
0.698,1,0,0,3,2,1,3,2,1,96,0,0,1,0,1,0,0,1,1
0.92,1,1,0,3,4,16,6,4,5,10,0,0,0,0,0,0,0,0,0
0.939,1,0,2,3,4,9,3,2,0,166,0,0,0,0,1,0,0,0,1
0.624,1,0,2,2,2,5,3,2,0,114,0,0,0,0,1,0,0,1,1
0.624,1,1,0,3,4,3,2,3,1,13,1,0,0,0,0,1,0,0,0
0.92,1,1,2,4,3,21,3,2,2,12,0,0,0,0,1,0,0,0,1
0.55,1,1,0,3,4,5,3,4,1,194,0,0,0,0,0,0,0,0,0
0.624,1,1,2,3,4,10,6,2,1,214,1,1,0,0,0,1,0,0,1
0.949,1,1,0,3,4,16,3,4,1,92,0,0,0,0,0,1,0,0,0
0.745,1,1,0,4,4,15,0,4,5,4,0,0,0,0,0,0,0,0,0
0.92,1,1,1,3,4,6,7,4,2,96,0,0,0,0,0,0,0,0,0
0.624,1,1,0,4,4,5,3,4,1,45,0,0,0,0,1,1,0,0,0
0.92,1,1,0,3,2,21,2,4,4,24,0,0,0,0,0,0,0,0,0
0.897,1,1,0,3,2,11,0,2,2,88,0,0,1,0,0,1,0,1,1
0.897,1,1,2,4,4,16,5,2,1,174,0,0,0,0,0,0,0,0,1
0.754,1,1,1,4,4,5,3,4,2,8,0,0,0,0,0,0,0,0,0
0.92,1,1,0,3,4,21,2,4,5,72,0,0,0,0,0,0,0,0,0
0.939,1,1,0,3,4,17,0,4,2,50,0,0,0,0,0,0,0,0,0
0.897,1,1,0,4,4,14,5,4,5,123,0,0,0,0,0,1,0,0,0
0.899,1,1,0,3,4,3,1,3,1,95,0,0,0,0,0,0,0,0,0
0.92,1,1,0,3,3,6,3,4,3,166,1,0,0,0,0,0,0,0,0
0.92,1,1,0,3,0,4,3,2,1,2,0,0,0,0,1,1,0,0,1
0.92,1,1,0,3,4,16,4,3,1,44,0,0,0,0,0,0,0,0,0
0.754,1,0,2,3,4,6,3,2,0,11,1,0,0,0,1,0,0,0,1
0.624,1,0,0,2,2,5,3,2,0,184,1,0,0,0,1,0,0,1,1
0.91,1,1,0,4,4,15,2,4,0,40,1,0,0,0,0,0,0,0,0
0.897,1,1,0,4,4,10,5,2,1,31,0,0,0,0,0,0,0,0,1
0.923,1,1,1,3,4,21,2,4,1,12,0,0,0,0,0,0,0,0,0
0.878,1,0,2,2,2,7,3,1,2,28,0,0,0,0,1,0,0,1,0
0.91,1,1,0,4,4,21,2,4,1,59,0,0,0,0,0,1,0,0,0
0.92,1,0,2,3,4,7,3,2,3,4,1,0,0,0,1,0,0,0,1
0.92,1,1,0,3,4,4,3,4,1,168,0,0,0,0,0,0,0,0,0
0.624,1,1,0,3,4,0,3,2,4,124,1,0,0,0,1,0,0,0,1
0.763,1,1,0,3,4,10,2,4,1,46,0,0,0,0,0,0,0,0,0
0.527,1,1,1,4,4,13,3,2,5,20,1,0,0,0,1,0,0,0,1
0.855,1,0,2,2,2,2,1,2,1,54,0,0,0,0,0,0,0,1,0
0.698,1,1,0,3,4,20,5,4,1,24,0,0,0,0,0,1,0,0,0
0.624,1,0,0,3,4,1,0,2,1,48,1,0,0,0,0,0,0,0,1
0.92,1,0,0,3,2,1,0,2,1,5,0,0,0,0,0,0,0,0,0
0.92,1,1,0,3,4,16,3,2,5,28,0,0,0,0,1,1,0,0,1
0.897,1,1,0,3,4,18,2,4,2,82,0,0,0,0,0,0,0,0,0
0.767,1,1,2,3,4,7,2,2,2,17,0,0,0,1,0,1,0,0,1
0.92,1,0,2,3,4,4,3,2,1,34,1,0,0,0,1,0,0,0,1
0.92,1,0,2,3,4,12,3,2,1,12,0,0,0,0,1,0,0,0,1
0.624,1,0,2,3,4,4,2,3,1,41,1,0,0,0,0,0,0,0,0
0.92,0,1,0,3,2,17,0,4,2,41,0,0,0,0,0,0,0,0,0
0.89,1,1,0,3,1,21,0,2,5,57,0,0,0,0,0,1,0,0,0
0.624,1,1,0,3,4,3,3,4,1,20,0,0,0,0,0,0,0,0,0
0.802,1,0,0,3,2,11,2,4,5,48,0,0,0,0,0,0,0,0,0
0.83,1,1,2,3,4,5,3,2,0,50,0,0,0,0,1,0,0,0,1
0.92,1,1,0,4,4,21,5,4,5,153,0,0,0,0,0,0,0,0,0
0.897,1,1,0,4,4,5,2,4,1,19,0,0,0,0,0,0,0,0,0
0.92,1,1,0,3,4,10,2,4,2,36,0,0,0,0,0,0,0,0,0
0.743,1,1,2,4,4,6,5,4,1,102,0,0,0,0,0,0,0,0,0
0.92,1,1,1,3,4,10,7,4,2,13,0,0,0,0,0,1,0,0,0
0.698,1,1,0,4,4,21,3,2,3,6,0,0,0,0,1,0,0,0,1
0.698,2,0,1,3,2,10,3,2,0,49,0,1,1,0,1,0,1,1,1
0.92,1,1,0,4,4,21,3,1,1,160,0,0,0,0,0,1,0,0,0
0.624,1,1,2,3,4,6,5,4,2,30,0,0,0,0,0,1,0,0,0
0.795,1,1,0,3,4,18,6,4,5,95,0,0,0,0,0,0,0,0,0
0.624,1,0,0,3,4,4,3,2,1,45,0,0,0,0,1,0,0,0,1
0.866,1,1,0,3,4,21,3,4,5,24,0,0,0,0,0,0,0,0,0
0.624,1,1,2,4,4,6,2,4,1,95,1,0,0,0,0,0,0,0,0
0.848,1,0,2,2,2,1,3,2,0,56,1,0,0,0,1,0,0,1,1
0.682,1,1,2,3,4,3,3,2,1,156,1,0,0,0,1,0,0,0,1
0.92,0,0,2,3,4,4,3,2,0,38,1,0,0,0,1,0,0,0,1
0.624,1,0,0,3,4,2,7,4,0,64,0,0,0,0,0,0,0,0,0
0.579,1,0,2,2,2,3,0,2,2,9,1,0,0,0,0,0,0,1,0
0.91,1,1,0,3,1,1,3,4,1,100,0,0,0,0,0,0,0,0,0
0.804,1,0,1,3,2,5,3,2,0,210,0,0,1,0,1,1,1,1,1
0.493,1,1,0,2,2,5,3,2,0,18,0,0,0,0,1,0,0,1,1
0.939,1,1,0,4,4,7,3,4,1,112,0,0,0,0,0,0,0,0,0
0.624,1,0,0,4,5,10,7,2,0,204,1,1,0,0,0,0,0,0,1
0.843,1,1,1,3,4,11,2,4,2,38,0,0,0,0,0,0,0,0,0
0.92,1,0,0,3,4,15,3,4,1,196,0,0,0,0,0,0,0,0,0
0.92,1,1,0,4,4,10,5,1,5,36,0,0,0,0,0,0,0,0,0
0.624,1,1,0,3,4,7,7,4,1,116,1,0,0,0,0,0,0,0,0
0.865,1,1,0,2,2,15,2,4,4,63,0,0,0,0,0,0,0,1,0
0.926,1,0,2,3,4,15,3,2,0,8,0,0,0,0,1,0,0,0,1
0.794,1,1,1,3,4,9,3,4,1,11,0,0,0,0,1,0,0,0,0
0.624,1,0,2,3,4,0,3,2,0,50,1,0,0,0,1,1,0,0,1
0.624,1,0,0,2,2,0,3,2,0,15,0,0,0,0,1,1,0,1,1
0.92,1,1,0,3,4,10,5,4,5,146,0,0,0,0,0,0,0,0,0
0.698,1,1,0,3,2,6,2,4,1,18,0,0,1,0,0,1,0,1,0
0.527,1,1,0,4,4,5,4,4,1,46,1,0,0,0,0,1,0,0,0
0.624,1,1,2,3,4,4,0,4,1,18,1,0,0,0,0,1,0,0,0
0.92,1,1,0,3,4,21,5,4,1,22,0,0,0,0,0,0,0,0,0
0.624,1,0,2,3,4,0,0,4,1,17,1,0,0,0,0,1,0,0,0
0.848,1,1,2,2,2,4,2,2,2,78,0,0,0,0,0,0,0,1,0
0.866,1,1,2,4,4,8,3,2,2,61,0,0,0,0,1,0,0,0,1
0.92,1,1,0,3,4,21,1,4,1,114,0,0,0,0,0,0,0,0,0
0.92,1,1,0,3,4,21,3,2,0,67,0,0,0,0,1,0,0,0,1
0.926,1,0,0,2,2,7,3,2,0,24,0,0,0,0,1,1,0,1,1
0.897,1,1,0,4,4,8,3,2,1,24,0,0,0,0,0,0,0,0,1
0.563,1,1,0,3,4,10,0,0,5,108,0,0,0,0,0,1,0,0,0
0.448,1,1,0,3,4,7,2,4,1,28,0,0,0,0,0,0,0,0,0
0.92,1,1,0,3,4,4,3,3,2,56,0,0,0,0,0,0,0,0,0
0.92,1,0,2,2,2,6,2,0,4,27,0,0,0,0,0,0,0,1,0
0.698,1,1,0,3,4,21,3,2,1,24,1,0,0,0,1,1,0,0,1
0.926,1,1,0,4,4,17,3,4,1,19,0,0,0,0,0,0,0,0,0
0.789,1,0,0,3,4,6,7,4,3,82,0,0,0,0,0,0,0,0,0
0.92,0,1,0,3,4,3,2,5,1,112,0,0,0,0,0,0,0,0,0
0.624,1,1,0,3,4,8,3,4,5,100,1,0,0,0,0,0,0,0,0
0.624,1,1,0,4,4,5,7,4,2,56,1,0,0,0,0,0,0,0,0
0.743,1,1,0,4,1,3,0,4,1,28,0,0,0,0,0,0,0,0,0
0.855,0,0,2,2,2,3,7,2,1,34,0,0,0,0,0,0,0,1,1
0.915,1,1,0,3,4,6,3,2,1,53,0,0,0,0,1,1,0,0,1
0.624,1,0,0,3,4,4,3,2,0,129,1,0,0,0,1,0,0,0,1
0.925,1,1,0,3,4,13,3,4,5,292,1,0,0,0,0,1,0,0,0
0.91,1,1,0,5,4,21,6,0,2,130,0,0,0,0,0,1,0,0,0
0.92,1,1,1,3,4,6,7,1,2,136,0,0,0,0,0,1,0,0,0
0.92,1,1,0,4,4,14,3,3,1,40,0,0,0,0,0,1,0,0,0
0.738,1,1,0,3,4,10,5,4,2,21,0,0,0,0,0,0,0,0,0
0.624,0,1,0,3,4,5,2,4,5,67,0,0,0,0,0,0,0,0,0
0.92,1,0,0,1,2,2,3,2,0,69,0,0,0,0,1,1,0,1,1
0.727,0,1,1,3,4,7,3,4,2,127,0,0,0,0,0,0,0,0,0
0.855,1,1,1,3,4,2,7,4,1,73,1,0,0,0,0,0,0,0,0
0.624,1,0,1,3,2,5,3,2,2,98,0,0,1,1,1,1,1,1,1
0.92,1,0,0,3,4,6,7,4,1,74,0,0,0,0,0,0,0,0,0
0.92,1,1,0,3,2,3,3,2,1,28,1,0,0,0,1,0,0,0,1
0.925,1,1,0,3,4,15,5,4,4,108,0,0,0,0,0,0,0,0,0
0.92,1,1,0,4,4,11,7,4,2,38,0,0,0,0,0,1,0,0,0
0.91,0,1,0,3,4,15,2,3,1,54,0,0,0,0,0,0,0,0,0
0.689,1,0,0,1,2,0,3,2,1,14,0,0,0,0,1,1,0,1,1
0.92,1,1,1,3,4,8,7,4,2,8,0,0,0,0,0,0,0,0,0
0.926,1,0,2,2,2,9,3,2,0,63,0,0,0,0,1,1,0,1,1
0.926,1,0,0,4,4,15,3,4,0,20,1,0,0,0,1,0,0,0,0
0.92,1,1,0,3,4,21,5,4,1,4,0,0,0,0,0,0,0,0,0
0.92,0,0,0,4,4,19,7,0,5,11,0,0,0,0,0,0,0,0,0
0.794,1,1,0,4,3,21,2,3,5,30,0,0,0,0,0,0,0,0,0
0.804,1,1,0,3,4,14,2,1,2,48,0,0,0,0,0,1,0,0,0
0.624,1,0,2,3,4,8,3,2,0,36,0,0,0,0,1,0,0,0,1
0.92,1,0,2,2,2,4,3,2,1,81,0,0,0,0,1,0,0,1,1
0.827,1,1,0,4,4,20,3,4,5,9,0,0,0,0,0,0,0,0,0
0.92,1,0,2,2,2,12,3,2,3,8,1,0,0,0,1,0,0,1,1
0.624,1,1,0,4,4,5,3,4,2,12,1,0,0,0,1,0,0,0,0
0.624,1,0,2,3,4,10,3,4,5,94,0,0,0,0,0,1,0,0,0
0.775,1,1,0,3,4,3,3,2,3,12,0,0,0,0,1,0,0,0,1
0.843,1,0,2,3,0,0,3,2,0,23,1,0,0,0,1,0,0,0,1
0.893,1,1,0,4,4,13,3,4,1,54,0,0,0,0,0,0,0,0,0
0.92,1,1,0,3,4,21,5,4,1,74,0,0,0,0,0,0,0,0,0
0.725,1,1,2,3,4,6,2,2,3,10,1,0,0,0,0,0,0,0,1
0.855,1,1,2,3,4,8,2,4,1,11,1,0,0,0,0,0,0,0,0
0.91,1,1,0,3,4,21,5,4,2,27,0,0,0,0,0,0,0,0,0
0.884,1,1,0,1,2,11,5,4,1,52,0,0,0,0,0,0,0,1,0
0.91,1,1,0,3,4,7,7,4,3,51,1,0,0,0,0,0,0,0,0
0.92,1,0,0,4,2,4,3,2,1,6,1,0,0,0,1,0,0,0,1
0.92,1,0,0,3,4,2,3,2,1,56,1,0,0,0,1,1,0,0,1
0.624,1,1,2,3,4,9,1,4,3,79,0,0,0,0,0,0,0,0,0
0.624,1,1,0,3,4,6,2,4,1,99,1,0,0,0,0,0,0,0,0
0.896,1,1,0,3,4,7,3,4,5,34,0,0,0,0,1,0,0,0,0
0.92,1,1,0,3,4,9,3,2,4,51,1,0,0,0,1,0,0,0,1
0.926,1,0,0,2,2,6,3,2,1,182,0,0,0,0,1,0,0,1,1
0.91,1,1,0,3,4,21,7,4,5,64,0,0,0,0,0,0,0,0,0
0.91,1,1,0,2,2,15,1,4,1,6,0,0,0,0,0,0,0,1,0
0.624,1,1,2,4,4,6,3,2,1,6,1,0,0,0,1,1,0,0,1
0.624,1,1,2,3,4,3,3,4,1,45,1,0,0,0,0,0,0,0,0
0.92,1,1,0,3,0,16,1,4,5,8,0,0,0,0,0,1,0,0,0
0.91,1,1,1,3,4,4,5,4,4,56,0,0,0,0,0,1,0,0,0
0.624,1,1,0,3,4,4,3,2,0,85,0,0,0,0,0,1,0,0,0
0.624,1,1,0,3,4,3,5,4,1,36,1,0,0,0,0,0,0,0,0
0.789,1,0,1,3,4,5,3,2,2,214,0,0,0,0,1,0,1,0,1
0.624,1,1,0,3,4,10,3,4,2,256,0,1,0,1,0,1,0,0,0
0.624,1,1,0,3,4,3,5,4,0,43,0,0,0,0,0,0,0,0,0
0.743,1,1,0,5,4,13,3,2,1,23,0,0,0,0,1,0,0,0,1
0.92,1,1,0,4,4,21,2,3,5,119,0,0,0,0,0,0,0,0,0
0.92,1,1,0,4,4,21,3,2,1,38,0,0,0,0,0,0,0,0,1
0.92,1,1,0,4,4,15,3,3,1,141,0,0,0,0,0,0,0,0,0
0.92,1,1,0,3,5,9,2,4,4,4,0,0,0,0,0,1,0,0,0
0.92,1,1,0,4,4,16,7,4,5,36,0,0,0,0,0,0,0,0,0
0.926,1,0,0,4,4,3,3,4,1,46,0,0,0,0,0,0,0,0,0
0.91,1,0,2,3,4,5,3,2,1,43,1,0,0,0,1,0,0,0,1
